"id","left_name","right_name","left_odds","right_odds","weight_class","date","fight_id"
1925,"Danny Roberts","Ramazan Emeev",250,-310,"170","2021-10-16",1326
1931,"Matheus Nicolau","Tim Elliott",-190,160,"125","2021-10-09",1332
1934,"Alexandr Romanov","Jared Vanderaa",-550,400,"265","2021-10-09",1335
1937,"Steve Garcia","Charlie Ontiveros",-335,260,"155","2021-10-09",1338
1940,"Niko Price","Alex Oliveira",-200,170,"170","2021-10-02",1341
1943,"Jared Gordon","Joe Solecki",110,-130,"155","2021-10-02",1344
1946,"Jamie Mullarkey","Devonte Smith",130,-150,"155","2021-10-02",1347
1949,"Alejandro Perez","Johnny Eduardo",-255,210,"135","2021-10-02",1350
1952,"Robbie Lawler","Nick Diaz",-150,130,"185","2021-09-25",1353
1958,"Taila Santos","Roxanne Modafferi",-410,320,"125","2021-09-25",1359
1961,"Matthew Semelsberger","Martin Sano",-550,400,"170","2021-09-25",1362
1964,"Ion Cutelaba","Devin Clark",-160,135,"205","2021-09-18",1365
1967,"Nate Maness","Tony Gravely",170,-200,"135","2021-09-18",1368
1970,"Raquel Pennington","Pannie Kianzad",-130,110,"135","2021-09-18",1371
1973,"Erin Blanchfield","Sarah Alpar",-400,310,"125","2021-09-18",1374
1976,"Hannah Goldy","Emily Whitmire",105,-125,"125","2021-09-18",1377
1979,"Alex Morono","David Zawada",-125,105,"170","2021-09-04",1380
1982,"Molly McCann","Ji Yeon Kim",-120,100,"125","2021-09-04",1383
1991,"Gerald Meerschaert","Makhmud Muradov",440,-600,"185","2021-08-28",1392
1994,"Dustin Jacoby","Darren Stewart",-200,170,"205","2021-08-28",1395
1997,"Mana Martinez","Guido Cannetti",-280,225,"135","2021-08-28",1398
2000,"Parker Porter","Chase Sherman",165,-195,"265","2021-08-21",1401
2003,"Alexandre Pantoja","Brandon Royval",-170,140,"125","2021-08-21",1404
2006,"Josiane Nunes","Bea Malecki",135,-160,"135","2021-08-21",1407
2009,"Ramiz Brahimaj","Sasha Palatnikov",-165,130,"170","2021-08-21",1410
2012,"Vicente Luque","Michael Chiesa",-105,-115,"170","2021-08-07",1413
2015,"Rafael Fiziev","Bobby Green",-300,240,"155","2021-08-07",1416
1722,"Alex Pereira","Bruno Silva",-200,170,"185","2022-03-12",1123
1730,"Azamat Murzakanov","Tafon Nchukwi",-195,165,"205","2022-03-12",1131
1734,"Kevin Holland","Alex Oliveira",-410,310,"170","2022-03-05",1135
1738,"Nicolae Negumereanu","Kennedy Nzechukwu",110,-135,"205","2022-03-05",1139
1742,"Ľudovít Klein","Devonte Smith",125,-150,"155","2022-03-05",1143
1746,"Priscila Cachoeira","Ji Yeon Kim",135,-155,"125","2022-02-26",1147
1750,"Josiane Nunes","Ramona Pascual",-240,200,"145","2022-02-26",1151
1754,"Carlos Hernandez","Victor Altamirano",-170,145,"125","2022-02-26",1155
1758,"Jim Miller","Nikolas Motta",150,-170,"155","2022-02-19",1159
1762,"Chas Skelly","Mark Striegl",-210,175,"145","2022-02-19",1163
1761,"Stephanie Egger","Jessica-Rose Clark",150,-175,"135","2022-02-19",1162
1907,"Jessica-Rose Clark","Joselyne Edwards",-160,135,"135","2021-10-23",1308
1985,"Marc-André Barriault","Dalcha Lungiambula",-165,145,"185","2021-09-04",1386
1895,"Khamzat Chimaev","Li Jingliang",-500,375,"170","2021-10-30",1296
1718,"Song Yadong","Marlon Moraes",-280,230,"135","2022-03-12",1119
1886,"Ian Garry","Jordan Williams",-425,320,"170","2021-11-06",1287
1862,"Loopy Godinez","Loma Lookboonmee",-165,135,"115","2021-11-20",1263
1971,"Zhu Rong","Brandon Jenkins",-250,200,"155","2021-09-18",
1776,"Ronnie Lawrence","Mana Martinez",-300,240,"135","2022-02-12",1177
1779,"Jeremiah Wells","Blood Diamond",-235,185,"170","2022-02-12",1180
1782,"Nick Maximov","Punahele Soriano",165,-195,"185","2022-02-05",1183
1785,"Bryan Battle","Tresean Gore",105,-125,"185","2022-02-05",1186
1788,"Hakeem Dawodu","Michael Trizano",-170,145,"145","2022-02-05",1189
1791,"Jailton Almeida","Danilo Marques",-420,325,"205","2022-02-05",1192
1797,"Said Nurmagomedov","Cody Stamann",-180,155,"135","2022-01-22",1198
1800,"Jack Della Maddalena","Pete Rodriguez",-400,300,"170","2022-01-22",1201
1806,"Jake Collier","Chase Sherman",-140,120,"265","2022-01-15",1207
1809,"Viacheslav Borshchev","Dakota Bush",-200,170,"155","2022-01-15",1210
1812,"Court McGee","Ramiz Brahimaj",105,-125,"170","2022-01-15",1213
1815,"Derrick Lewis","Chris Daukaus",120,-140,"265","2021-12-18",1216
1818,"Ricky Simón","Raphael Assunção",-300,240,"135","2021-12-18",1219
1821,"Gerald Meerschaert","Dustin Stoltzfus",-250,200,"185","2021-12-18",1222
1824,"Charles Jourdain","Andre Ewell",-220,180,"145","2021-12-18",1225
1827,"Jordan Leavitt","Matt Sayles",115,-135,"155","2021-12-18",1228
1830,"Geoff Neal","Santiago Ponzinibbio",100,-120,"170","2021-12-11",1231
1833,"Josh Emmett","Dan Ige",-130,110,"145","2021-12-11",1234
1836,"Bruno Silva","Jordan Wright",-340,270,"185","2021-12-11",1237
1839,"Ryan Hall","Darrick Minner",-175,150,"145","2021-12-11",1240
1842,"José Aldo","Rob Font",125,-150,"135","2021-12-04",1243
1845,"Clay Guida","Leonardo Santos",170,-200,"155","2021-12-04",1246
1848,"Duško Todorović","Maki Pitolo",-170,145,"185","2021-12-04",1249
1854,"Vince Morales","Louis Smolka",145,-165,"135","2021-12-04",1255
1857,"Taila Santos","Joanne Wood",-400,310,"125","2021-11-20",1258
1860,"Pat Sabatini","Tucker Lutz",105,-125,"145","2021-11-20",1261
1863,"Cody Durden","Aoriqileng",-165,140,"125","2021-11-20",1264
1866,"Max Holloway","Yair Rodriguez",-720,500,"145","2021-11-13",1267
1869,"Khaos Williams","Miguel Baeza",125,-150,"170","2021-11-13",1270
1872,"Andrea Lee","Cynthia Calvillo",105,-125,"125","2021-11-13",1273
1875,"Rafael Alves","Marc Diakiese",200,-240,"155","2021-11-13",1276
1881,"Justin Gaethje","Michael Chandler",-220,175,"155","2021-11-06",1282
1884,"Chris Curtis","Phil Hawes",250,-310,"185","2021-11-06",1285
1890,"Ode Osbourne","CJ Vergara",-200,170,"125","2021-11-06",1291
1893,"Islam Makhachev","Dan Hooker",-500,375,"155","2021-10-30",1294
1896,"Magomed Ankalaev","Volkan Oezdemir",-350,260,"205","2021-10-30",1297
1899,"Albert Duraev","Roman Kopylov",-380,290,"185","2021-10-30",1300
1902,"Lerone Murphy","Makwan Amirkhani",-280,230,"145","2021-10-30",1303
1905,"Marvin Vettori","Paulo Costa",-200,165,"205","2021-10-23",1306
1914,"Jamie Pickett","Laureano Staropoli",185,-225,"185","2021-10-23",1315
1917,"Randa Markos","Livinha Souza",115,-135,"115","2021-10-23",1318
1920,"Andrei Arlovski","Carlos Felipe",-110,-110,"265","2021-10-16",1321
1923,"Nate Landwehr","Ľudovít Klein",300,-390,"145","2021-10-16",1324
1932,"Mariya Agapova","Sabina Mazo",155,-190,"125","2021-10-09",1333
1935,"Damon Jackson","Charles Rosa",-190,160,"145","2021-10-09",1336
1938,"Thiago Santos","Johnny Walker",-155,130,"205","2021-10-02",1339
1941,"Krzysztof Jotko","Misha Cirkunov",-140,120,"185","2021-10-02",1342
1944,"Casey O'Neill","Antonina Shevchenko",-225,185,"125","2021-10-02",1345
1947,"Douglas Silva de Andrade","Gaetano Pirrello",-275,220,"135","2021-10-02",1348
1950,"Alexander Volkanovski","Brian Ortega",-190,155,"145","2021-09-25",1351
1953,"Curtis Blaydes","Jairzinho Rozenstruik",-350,280,"265","2021-09-25",1354
1956,"Dan Hooker","Nasrat Haqparast",-155,130,"155","2021-09-25",1357
1959,"Jalin Turner","Uros Medic",100,-120,"155","2021-09-25",1360
1962,"Jonathan Pearce","Omar Morales",135,-160,"145","2021-09-25",1363
1965,"Ariane Lipski","Mandy Böhm",-130,110,"125","2021-09-18",1366
1974,"Carlston Harris","Impa Kasanganay",100,-120,"170","2021-09-18",1375
1977,"Derek Brunson","Darren Till",130,-150,"185","2021-09-04",1378
1983,"Jack Shore","Liudvik Sholinian",-600,440,"135","2021-09-04",1384
1986,"Giga Chikadze","Edson Barboza",105,-125,"145","2021-08-28",1387
1989,"Daniel Rodriguez","Kevin Lee",125,-145,"170","2021-08-28",1390
1992,"Abdul Razak Alhassan","Alessio Di Chirico",200,-250,"185","2021-08-28",1393
1995,"JJ Aldrich","Vanessa Demopoulos",-450,340,"125","2021-08-28",1396
1998,"Jared Cannonier","Kelvin Gastelum",-145,125,"185","2021-08-21",1399
2001,"Saidyokub Kakhramonov","Trevin Jones",130,-150,"135","2021-08-21",1402
2004,"Austin Lingo","Luis Saldaña",100,-120,"145","2021-08-21",1405
2007,"William Knight","Fabio Cherant",-175,145,"205","2021-08-21",1408
2010,"Ciryl Gane","Derrick Lewis",-320,250,"265","2021-08-07",1411
2017,"Alonzo Menifield","Ed Herman",-265,215,"205","2021-08-07",1418
2018,"Jessica Penne","Karolina Kowalkiewicz",120,-140,"115","2021-08-07",1419
2021,"Melissa Gatto","Victoria Leonardo",-115,-105,"125","2021-08-07",1422
2023,"Sean Strickland","Uriah Hall",-210,175,"185","2021-07-31",1424
2024,"Cheyanne Vlismas","Gloria de Paula",-160,135,"115","2021-07-31",1425
2025,"Jared Gooden","Niklas Stolze",155,-185,"170","2021-07-31",1426
2026,"Melsik Baghdasaryan","Collin Anglin",-155,130,"145","2021-07-31",1427
2027,"Jason Witt","Bryan Barberena",220,-270,"170","2021-07-31",1428
2030,"Jinh Yu Frey","Ashley Yoder",135,-160,"115","2021-07-31",1431
2031,"Zarrukh Adashev","Ryan Benoit",120,-140,"125","2021-07-31",1432
2032,"Phil Rowe","Orion Cosce",140,-165,"170","2021-07-31",1433
1794,"Francis Ngannou","Ciryl Gane",125,-145,"265","2022-01-22",1195
1773,"Casey O'Neill","Roxanne Modafferi",-400,300,"125","2022-02-12",1174
1980,"Khalil Rountree Jr.","Modestas Bukauskas",140,-165,"205","2021-09-04",1381
1911,"Gregory Rodrigues","JunYong Park",-145,120,"185","2021-10-23",1312
2029,"Danny Chavez","Kai Kamaka",100,-120,"145","2021-07-31",1430
1878,"Rose Namajunas","Zhang Weili",100,-120,"115","2021-11-06",1279
1926,"Luana Carolina","Loopy Godinez",185,-225,"125","2021-10-16",1327
1908,"Alex Caceres","SeungWoo Choi",225,-275,"145","2021-10-23",1309
2022,"Johnny Munoz","Jamey Simmons",-300,245,"135","2021-08-07",1423
2020,"Miles Johns","Anderson Dos Santos",-225,180,"135","2021-08-07",1421
2050,"Amanda Lemos","Montserrat Ruiz",-600,435,"115","2021-07-17",
2090,"Casey O'Neill","Lara Fritzen",140,-170,"125","2021-06-19",
2119,"Carla Esparza","Xiaonan Yan",110,-135,"115","2021-05-22",
2036,"Maycee Barber","Miranda Maverick",125,-150,"125","2021-07-24",1437
2037,"Adrian Yanez","Randy Costa",-230,190,"135","2021-07-24",1438
2038,"Brendan Allen","Punahele Soriano",-105,-115,"185","2021-07-24",1439
2039,"Nassourdine Imavov","Ian Heinisch",135,-155,"185","2021-07-24",1440
2040,"Mickey Gall","Jordan Williams",145,-175,"170","2021-07-24",1441
2041,"Julio Arce","Andre Ewell",-200,170,"135","2021-07-24",1442
2042,"Sijara Eubanks","Elise Reed",-360,280,"125","2021-07-24",1443
2044,"Islam Makhachev","Thiago Moisés",-800,550,"155","2021-07-17",1445
2045,"Miesha Tate","Marion Reneau",-180,155,"135","2021-07-17",1446
2046,"Mateusz Gamrot","Jeremy Stephens",-250,205,"155","2021-07-17",1447
2047,"Rodolfo Vieira","Dustin Stoltzfus",-220,180,"185","2021-07-17",1448
2048,"Billy Quarantillo","Gabriel Benítez",140,-160,"145","2021-07-17",1449
2049,"Daniel Rodriguez","Preston Parsons",-365,280,"170","2021-07-17",1450
2051,"Sergey Morozov","Khalid Taha",120,-140,"135","2021-07-17",1452
2052,"Malcolm Gordon","Francisco Figueiredo",245,-300,"125","2021-07-17",1453
2054,"Dustin Poirier","Conor McGregor",-125,100,"155","2021-07-10",1455
2055,"Gilbert Burns","Stephen Thompson",135,-160,"170","2021-07-10",1456
2056,"Tai Tuivasa","Greg Hardy",-125,105,"265","2021-07-10",1457
2057,"Irene Aldana","Yana Santos",100,-120,"135","2021-07-10",1458
2058,"Sean O'Malley","Kris Moutinho",-1000,600,"135","2021-07-10",1459
2059,"Max Griffin","Carlos Condit",-190,150,"170","2021-07-10",1460
2060,"Michel Pereira","Niko Price",-185,150,"170","2021-07-10",1461
2061,"Ilia Topuria","Ryan Hall",-225,185,"145","2021-07-10",1462
2063,"Jennifer Maia","Jessica Eye",-200,165,"125","2021-07-10",1464
2064,"Brad Tavares","Omari Akhmedov",-160,135,"185","2021-07-10",1465
2065,"Zhalgas Zhumagulov","Jerome Rivera",-315,240,"125","2021-07-10",1466
2066,"Ciryl Gane","Alexander Volkov",-155,130,"265","2021-06-26",1467
2068,"Timur Valiev","Raoni Barcelos",180,-225,"135","2021-06-26",1469
2069,"Andre Fili","Daniel Pineda",-235,190,"145","2021-06-26",1470
2070,"Tim Means","Nicolas Dalby",-130,110,"170","2021-06-26",1471
2071,"Renato Moicano","Jai Herbert",-250,195,"155","2021-06-26",1472
2072,"Kennedy Nzechukwu","Danilo Marques",-135,110,"205","2021-06-26",1473
2073,"Shavkat Rakhmonov","Michel Prazeres",-305,250,"170","2021-06-26",1474
2075,"Marcin Prachnio","Ike Villanueva",-220,180,"205","2021-06-26",1476
2076,"Julia Avila","Julija Stoliarenko",-375,280,"135","2021-06-26",1477
2077,"Charles Rosa","Justin Jaynes",-165,140,"145","2021-06-26",1478
2078,"Damir Hadžović","Yancy Medeiros",-150,125,"155","2021-06-26",1479
2079,"Chan Sung Jung","Dan Ige",110,-135,"145","2021-06-19",1480
2080,"Serghei Spivac","Aleksei Oleinik",-245,195,"265","2021-06-19",1481
2081,"Marlon Vera","Davey Grant",-225,180,"135","2021-06-19",1482
2083,"Bruno Silva","Wellington Turman",-125,105,"185","2021-06-19",1484
2085,"Nicolae Negumereanu","Aleksa Camur",200,-250,"205","2021-06-19",1486
2086,"Virna Jandiroba","Kanako Murata",-140,115,"115","2021-06-19",1487
2087,"Khaos Williams","Matthew Semelsberger",-160,135,"170","2021-06-19",1488
2088,"Josh Parisian","Roque Martinez",-145,120,"265","2021-06-19",1489
2089,"Ricky Glenn","Joaquim Silva",110,-135,"155","2021-06-19",1490
2091,"Israel Adesanya","Marvin Vettori",-260,205,"185","2021-06-12",1492
2092,"Brandon Moreno","Deiveson Figueiredo",155,-190,"125","2021-06-12",1493
2093,"Leon Edwards","Nate Diaz",-475,350,"170","2021-06-12",1494
2094,"Belal Muhammad","Demian Maia",-225,190,"170","2021-06-12",1495
2095,"Paul Craig","Jamahal Hill",220,-265,"205","2021-06-12",1496
2097,"Eryk Anders","Darren Stewart",-150,120,"205","2021-06-12",1498
2098,"Lauren Murphy","Joanne Wood",110,-135,"125","2021-06-12",1499
2099,"Movsar Evloev","Hakeem Dawodu",-225,190,"145","2021-06-12",1500
2100,"Pannie Kianzad","Alexis Davis",-245,190,"135","2021-06-12",1501
2101,"Terrance McKinney","Matt Frevola",175,-205,"155","2021-06-12",1502
2102,"Steven Peterson","Chase Hooper",105,-125,"145","2021-06-12",1503
2103,"Fares Ziam","Luigi Vendramini",-115,-105,"155","2021-06-12",1504
2104,"Carlos Felipe","Jake Collier",-150,130,"265","2021-06-12",1505
2105,"Jairzinho Rozenstruik","Augusto Sakai",-115,100,"265","2021-06-05",1506
2106,"Marcin Tybura","Walt Harris",-190,160,"265","2021-06-05",1507
2108,"Santiago Ponzinibbio","Miguel Baeza",145,-155,"170","2021-06-05",1509
2109,"Gregory Rodrigues","Duško Todorović",110,-140,"185","2021-06-05",1510
2110,"Montana De La Rosa","Ariane Lipski",-280,225,"125","2021-06-05",1511
2111,"Ilir Latifi","Tanner Boser",145,-175,"265","2021-06-05",1512
2112,"Muslim Salikhov","Francisco Trinaldo",-215,175,"170","2021-06-05",1513
2113,"Kamuela Kirk","Makwan Amirkhani",165,-190,"145","2021-06-05",1514
2114,"Alan Patrick","Mason Jones",260,-305,"155","2021-06-05",1515
2115,"Manon Fiorot","Tabatha Ricci",-550,415,"125","2021-06-05",1516
2116,"Sean Woodson","Youssef Zalal",-150,130,"145","2021-06-05",1517
2117,"Claudio Puelles","Jordan Leavitt",170,-200,"155","2021-06-05",1518
2120,"Jared Vanderaa","Justin Tafa",150,-190,"265","2021-05-22",1521
2121,"Norma Dumont","Felicia Spencer",155,-190,"145","2021-05-22",1522
2122,"Ricardo Ramos","Bill Algeo",105,-130,"145","2021-05-22",1523
2123,"Jack Hermansson","Edmen Shahbazyan",-145,125,"185","2021-05-22",1524
2124,"Ben Rothwell","Chris Barnett",-335,250,"265","2021-05-22",1525
2125,"Court McGee","Claudio Silva",-110,-110,"170","2021-05-22",1526
2126,"Bruno Silva","Victor Rodriguez",-400,300,"125","2021-05-22",1527
2127,"Josh Culibao","Shayilan Nuerdanbieke",-245,195,"145","2021-05-22",1528
2128,"David Dvořák","Juancamilo Ronderos",-470,390,"125","2021-05-22",1529
2129,"Damir Ismagulov","Rafael Alves",-550,400,"155","2021-05-22",1530
2067,"Tanner Boser","Ovince Saint Preux",-195,165,"265","2021-06-26",1468
2035,"Darren Elkins","Darrick Minner",130,-155,"145","2021-07-24",1436
2033,"TJ Dillashaw","Cory Sandhagen",165,-195,"135","2021-07-24",1434
2082,"SeungWoo Choi","Julian Erosa",-145,120,"145","2021-06-19",1483
2172,"Rodrigo Vargas","Zhu Rong",200,-235,"155","2021-04-24",
2174,"Ariane Carnelossi","Na Liang",-225,185,"115","2021-04-24",
2179,"Luis Pena","Alex Munoz",-155,130,"155","2021-04-17",
2210,"Montserrat Ruiz","Cheyanne Vlismas",235,-290,"115","2021-03-20",
2133,"Katlyn Chookagian","Viviane Araujo",-140,115,"125","2021-05-15",1534
2134,"Edson Barboza","Shane Burgos",130,-155,"145","2021-05-15",1535
2136,"Lando Vannata","Mike Grundy",100,-125,"145","2021-05-15",1537
2137,"Jordan Wright","Jamie Pickett",-110,-110,"185","2021-05-15",1538
2138,"Andrea Lee","Antonina Shevchenko",100,-125,"125","2021-05-15",1539
2139,"Priscila Cachoeira","Gina Mazany",190,-240,"125","2021-05-15",1540
2140,"Tucker Lutz","Kevin Aguilar",-130,105,"145","2021-05-15",1541
2143,"Alex Morono","Donald Cerrone",150,-180,"170","2021-05-08",1544
2144,"Neil Magny","Geoff Neal",160,-185,"170","2021-05-08",1545
2145,"Marcos Rogério de Lima","Maurice Greene",-195,160,"265","2021-05-08",1546
2146,"Gregor Gillespie","Diego Ferreira",-140,120,"155","2021-05-08",1547
2147,"Phil Hawes","Kyle Daukaus",125,-145,"185","2021-05-08",1548
2148,"Michael Trizano","Ľudovít Klein",190,-235,"145","2021-05-08",1549
2150,"Carlston Harris","Christian Aguilera",-195,160,"170","2021-05-08",1551
2151,"Jiří Procházka","Dominick Reyes",-115,-105,"205","2021-05-01",1552
2152,"Giga Chikadze","Cub Swanson",-220,175,"145","2021-05-01",1553
2154,"Sean Strickland","Krzysztof Jotko",-275,225,"185","2021-05-01",1555
2155,"Merab Dvalishvili","Cody Stamann",-255,210,"135","2021-05-01",1556
2156,"Luana Pinheiro","Randa Markos",-155,140,"115","2021-05-01",1557
2158,"Luana Carolina","Poliana Botelho",200,-250,"125","2021-05-01",1559
2159,"Loma Lookboonmee","Sam Hughes",-400,310,"115","2021-05-01",1560
2160,"Andreas Michailidis","KB Bhullar",-225,175,"185","2021-05-01",1561
2161,"Felipe Colares","Luke Sanders",110,-130,"145","2021-05-01",1562
2162,"Kamaru Usman","Jorge Masvidal",-350,270,"170","2021-04-24",1563
2164,"Valentina Shevchenko","Jéssica Andrade",-450,360,"125","2021-04-24",1565
2165,"Uriah Hall","Chris Weidman",140,-160,"185","2021-04-24",1566
2167,"Randy Brown","Alex Oliveira",-125,105,"170","2021-04-24",1568
2168,"Dwight Grant","Stefan Sekulić",-200,165,"170","2021-04-24",1569
2169,"Brendan Allen","Karl Roberson",-160,135,"185","2021-04-24",1570
2170,"Pat Sabatini","Tristan Connelly",-230,200,"145","2021-04-24",1571
2171,"Batgerel Danaa","Kevin Natividad",-210,175,"135","2021-04-24",1572
2173,"Jeff Molina","Aoriqileng",-110,-105,"125","2021-04-24",1574
2175,"Robert Whittaker","Kelvin Gastelum",-275,230,"185","2021-04-17",1576
2176,"Andrei Arlovski","Chase Sherman",-105,-120,"265","2021-04-17",1577
2178,"Tracy Cortez","Justine Kish",-310,270,"125","2021-04-17",1579
2180,"Alexandr Romanov","Juan Espino",-150,120,"265","2021-04-17",1581
2182,"Gerald Meerschaert","Bartosz Fabiński",110,-130,"185","2021-04-17",1583
2183,"Austin Hubbard","Dakota Bush",-210,185,"155","2021-04-17",1584
2184,"Tony Gravely","Anthony Birchak",-380,280,"135","2021-04-17",1585
2185,"Marvin Vettori","Kevin Holland",-330,270,"185","2021-04-10",1586
2186,"Arnold Allen","Sodiq Yusuff",115,-135,"145","2021-04-10",1587
2187,"Julian Marquez","Sam Alvey",-165,140,"185","2021-04-10",1588
2188,"Mackenzie Dern","Nina Nunes",105,-130,"115","2021-04-10",1589
2189,"Daniel Rodriguez","Mike Perry",-135,110,"170","2021-04-10",1590
2190,"Joe Solecki","Jim Miller",-245,210,"155","2021-04-10",1591
2191,"Mateusz Gamrot","Scott Holtzman",-245,200,"155","2021-04-10",1592
2193,"Jarjis Danho","Yorgan De Castro",255,-320,"265","2021-04-10",1594
2194,"Jack Shore","Hunter Azure",-185,155,"135","2021-04-10",1595
2195,"Luis Saldaña","Jordan Griffin",-135,110,"145","2021-04-10",1596
2197,"Impa Kasanganay","Sasha Palatnikov",-270,220,"170","2021-04-10",1598
2199,"Vicente Luque","Tyron Woodley",-185,165,"170","2021-03-27",1600
2200,"Sean O'Malley","Thomas Almeida",-335,260,"135","2021-03-27",1601
2201,"Miranda Maverick","Gillian Robertson",-165,140,"125","2021-03-27",1602
2202,"Jamie Mullarkey","Khama Worthy",105,-130,"155","2021-03-27",1603
2203,"Alonzo Menifield","Fabio Cherant",-280,220,"205","2021-03-27",1604
2204,"Abubakar Nurmagomedov","Jared Gooden",-220,175,"170","2021-03-27",1605
2205,"Michał Oleksiejczuk","Modestas Bukauskas",-175,145,"205","2021-03-27",1606
2206,"Omar Morales","Shane Young",-190,160,"145","2021-03-27",1607
2211,"Adrian Yanez","Gustavo Lopez",-225,195,"135","2021-03-20",1612
2212,"Tai Tuivasa","Harry Hunsucker",-450,345,"265","2021-03-20",1613
2213,"Macy Chiasson","Marion Reneau",-225,180,"135","2021-03-20",1614
2214,"Grant Dawson","Leonardo Santos",-210,175,"155","2021-03-20",1615
2215,"Trevin Giles","Roman Dolidze",-115,-115,"185","2021-03-20",1616
2216,"Montel Jackson","Jesse Strader",-650,455,"135","2021-03-20",1617
2217,"Bruno Silva","JP Buys",115,-135,"125","2021-03-20",1618
2218,"Leon Edwards","Belal Muhammad",-275,235,"170","2021-03-13",1619
2219,"Ryan Spann","Misha Cirkunov",110,-140,"205","2021-03-13",1620
2220,"Dan Ige","Gavin Tucker",-175,140,"145","2021-03-13",1621
2221,"Davey Grant","Jonathan Martinez",250,-300,"135","2021-03-13",1622
2222,"Matheus Nicolau","Manel Kape",100,-120,"125","2021-03-13",1623
2223,"Eryk Anders","Darren Stewart",150,-175,"185","2021-03-13",1624
2224,"Angela Hill","Ashley Yoder",-335,280,"115","2021-03-13",1625
2225,"Charles Jourdain","Marcelo Rojo",-275,230,"145","2021-03-13",1626
2227,"Nasrat Haqparast","Rafa García",-500,410,"155","2021-03-13",1628
2228,"JJ Aldrich","Cortney Casey",-150,125,"125","2021-03-13",1629
2142,"Marina Rodriguez","Michelle Waterson-Gomez",-225,180,"125","2021-05-08",1543
2132,"Rogério Bontorin","Matt Schnell",140,-175,"135","2021-05-15",1533
2207,"Marc-André Barriault","Abu Azaitar",-115,100,"185","2021-03-27",1608
2209,"Max Griffin","Song Kenan",-210,165,"170","2021-03-20",1610
2135,"André Muniz","Jacare Souza",115,-140,"185","2021-05-15",1536
2196,"Da Woon Jung","William Knight",-140,115,"205","2021-04-10",1597
2149,"JunYong Park","Tafon Nchukwi",115,-145,"185","2021-05-08",1550
2181,"Jessica Penne","Loopy Godinez",225,-285,"115","2021-04-17",1582
2163,"Rose Namajunas","Zhang Weili",175,-220,"115","2021-04-24",1564
2157,"TJ Brown","Kai Kamaka",120,-150,"145","2021-05-01",1558
2285,"Lara Fritzen","Molly McCann",100,-120,"125","2021-02-06",
2231,"Jan Błachowicz","Israel Adesanya",215,-260,"205","2021-03-06",1632
2232,"Amanda Nunes","Megan Anderson",-775,545,"145","2021-03-06",1633
2233,"Aljamain Sterling","Petr Yan",105,-115,"135","2021-03-06",1634
2234,"Islam Makhachev","Drew Dober",-400,355,"155","2021-03-06",1635
2236,"Dominick Cruz","Casey Kenney",100,-130,"135","2021-03-06",1637
2238,"Askar Askarov","Joseph Benavidez",-140,120,"125","2021-03-06",1639
2240,"Tim Elliott","Jordan Espinosa",-130,100,"125","2021-03-06",1641
2241,"Kennedy Nzechukwu","Carlos Ulberg",190,-235,"205","2021-03-06",1642
2242,"Sean Brady","Jake Matthews",-225,180,"170","2021-03-06",1643
2243,"Amanda Lemos","Livinha Souza",-225,175,"115","2021-03-06",1644
2244,"Uros Medic","Aalon Cruz",-185,160,"155","2021-03-06",1645
2245,"Trevin Jones","Mario Bautista",190,-230,"135","2021-03-06",1646
2246,"Ciryl Gane","Jairzinho Rozenstruik",-235,200,"265","2021-02-27",1647
2247,"Magomed Ankalaev","Nikita Krylov",-300,255,"205","2021-02-27",1648
2249,"Pedro Munhoz","Jimmie Rivera",110,-140,"135","2021-02-27",1650
2250,"Alex Caceres","Kevin Croom",-155,145,"145","2021-02-27",1651
2251,"Thiago Moisés","Alexander Hernandez",185,-225,"155","2021-02-27",1652
2252,"Alexis Davis","Sabina Mazo",185,-225,"135","2021-02-27",1653
2253,"Ronnie Lawrence","Vince Cachero",-170,135,"135","2021-02-27",1654
2254,"Dustin Jacoby","Maxim Grishin",-175,140,"205","2021-02-27",1655
2255,"Derrick Lewis","Curtis Blaydes",300,-400,"265","2021-02-20",1656
2256,"Yana Santos","Ketlen Vieira",245,-275,"138","2021-02-20",1657
2257,"Darrick Minner","Charles Rosa",155,-190,"145","2021-02-20",1658
2258,"Chris Daukaus","Aleksei Oleinik",-210,165,"265","2021-02-20",1659
2259,"Phil Hawes","Nassourdine Imavov",-125,100,"185","2021-02-20",1660
2260,"Tom Aspinall","Andrei Arlovski",-255,220,"265","2021-02-20",1661
2261,"Jared Gordon","Danny Chavez",100,-120,"150","2021-02-20",1662
2263,"Julian Erosa","Nate Landwehr",110,-135,"145","2021-02-20",1664
2264,"Casey O'Neill","Shana Dobson",-160,130,"125","2021-02-20",1665
2265,"Aiemann Zahabi","Drako Rodriguez",160,-190,"140","2021-02-20",1666
2266,"Serghei Spivac","Jared Vanderaa",-250,205,"265","2021-02-20",1667
2267,"Kamaru Usman","Gilbert Burns",-280,225,"170","2021-02-13",1668
2268,"Alexa Grasso","Maycee Barber",-110,-110,"125","2021-02-13",1669
2269,"Kelvin Gastelum","Ian Heinisch",-200,160,"185","2021-02-13",1670
2270,"Ricky Simón","Brian Kelleher",-245,200,"145","2021-02-13",1671
2271,"Julian Marquez","Maki Pitolo",-160,135,"185","2021-02-13",1672
2272,"Anthony Hernandez","Rodolfo Vieira",375,-495,"185","2021-02-13",1673
2273,"Belal Muhammad","Dhiego Lima",-450,350,"170","2021-02-13",1674
