"id","name","weight","height","reach","stance","date_of_birth","gender"
1652,"Bec Rawlings",125,66,64,"Orthodox","1989-02-11","female"
1653,"Stevie Ray",155,70,70,"Southpaw","1990-03-25","male"
1654,"Abdul Razak Alhassan",185,70,73,"Orthodox","1985-08-11","male"
1655,"Mateusz Rebecki",155,67,66,"Southpaw","1992-11-03","male"
1659,"Elise Reed",115,63,63,"Orthodox","1992-12-05","female"
1661,"Wilson Reis",125,64,65,"Southpaw","1985-01-06","male"
1662,"Goran Reljic",205,75,81,"Southpaw","1984-03-20","male"
1663,"Chance Rencountre",170,74,75,"Southpaw","1986-12-31","male"
1664,"Marion Reneau",135,66,68,"Orthodox","1977-06-20","female"
1666,"Marco Polo Reyes",155,71,71,"Orthodox","1984-11-07","male"
1667,"Dominick Reyes",205,76,77,"Southpaw","1989-12-26","male"
1668,"Alex Reyes",170,71,73,"Orthodox","1986-10-02","male"
1670,"Mike Rhodes",170,73,74,"Orthodox","1989-12-04","male"
1671,"Amanda Ribas",125,63,66,"Orthodox","1993-08-26","female"
1672,"Claudio Ribeiro",185,73,77,"Orthodox","1992-07-17","male"
1673,"Esteban Ribovics",155,70,69,"Orthodox","1996-04-27","male"
1674,"Mike Ricci",155,72,76,"Southpaw","1986-03-18","male"
1675,"Tabatha Ricci",115,61,61,"Orthodox","1995-02-21","female"
1676,"Brad Riddell",155,67,71,"Orthodox","1991-09-30","male"
1677,"Matthew Riddle",170,73,76,"Southpaw","1986-01-14","male"
1678,"Joe Riggs",185,72,70,"Southpaw","1982-09-23","male"
1679,"Aaron Riley",155,68,69,"Southpaw","1980-12-09","male"
1680,"Jordan Rinaldi",145,70,72,"Orthodox","1987-09-25","male"
1681,"Nick Ring",185,72,74,"Southpaw","1979-02-10","male"
1682,"Mike Rio",155,70,70,"Orthodox","1981-07-06","male"
1683,"Diego Rivas",145,68,69,"Orthodox","1991-11-11","male"
1684,"Jorge Rivera",185,73,73,"Orthodox","1972-02-28","male"
1685,"Francisco Rivera",135,68,70,"Orthodox","1981-10-08","male"
1686,"Jimmie Rivera",135,64,68,"Orthodox","1989-06-29","male"
1687,"Irwin Rivera",135,66,67,"Southpaw","1989-02-14","male"
1688,"Jerome Rivera",125,70,72,"Southpaw","1995-04-22","male"
1691,"Karl Roberson",205,73,74,"Southpaw","1990-10-04","male"
1692,"Daniel Roberts",170,70,74,"Southpaw","1980-08-05","male"
1693,"Danny Roberts",170,73,74,"Southpaw","1987-07-14","male"
1694,"Roosevelt Roberts",155,74,73,"Orthodox","1994-02-11","male"
1695,"Kenny Robertson",170,70,74,"Orthodox","1984-02-14","male"
1696,"Gillian Robertson",115,65,63,"Orthodox","1995-05-17","female"
1697,"Alvin Robinson",155,69,68,"Southpaw","1982-07-16","male"
1698,"Vagner Rocha",155,70,73,"Orthodox","1982-06-06","male"
1699,"Carlos Eduardo Rocha",170,70,73,"Orthodox","1981-07-12","male"
1700,"Luke Rockhold",185,75,77,"Southpaw","1984-10-17","male"
1701,"Gregory Rodrigues",185,75,75,"Orthodox","1992-02-17","male"
1702,"Kleydson Rodrigues",125,65,67,"Orthodox","1995-10-22","male"
1703,"Yair Rodriguez",145,71,71,"Orthodox","1992-10-06","male"
1704,"Mike Rodriguez",205,76,82,"Southpaw","1988-11-28","male"
1705,"Marina Rodriguez",115,66,65,"Orthodox","1987-04-29","female"
1706,"Daniel Rodriguez",170,73,74,"Southpaw","1986-12-31","male"
1707,"Ray Rodriguez",135,67,70,"Orthodox","1987-12-10","male"
1709,"Drako Rodriguez",135,68,69,"Orthodox","1996-06-16","male"
1710,"Victor Rodriguez",125,65,67,"Switch","1992-09-05","male"
1711,"Piera Rodriguez",115,63,63,"Orthodox","1992-11-11","female"
1712,"Christian Rodriguez",135,67,71,"Orthodox","1997-12-17","male"
1713,"Pete Rodriguez",155,69,71,"Switch","1996-11-13","male"
1714,"Marcos Rogerio de Lima",253,73,75,"Orthodox","1985-06-25","male"
1716,"Max Rohskopf",155,73,71,"Orthodox","1994-09-27","male"
1717,"Marcelo Rojo",145,68,71,"Orthodox","1988-07-02","male"
1718,"Shane Roller",155,70,72,"Orthodox","1979-07-14","male"
1719,"Alexandr Romanov",262,74,75,"Southpaw","1990-12-11","male"
1720,"Ricardo Romero",205,72,76,"Orthodox","1978-04-15","male"
1721,"Yoel Romero",185,72,73,"Southpaw","1977-04-30","male"
1724,"Mara Romero Borella",125,66,69,"Orthodox","1986-06-03","female"
1725,"Juancamilo Ronderos",125,63,64,"Southpaw","1995-02-17","male"
1726,"Rongzhu",155,69,72,"Orthodox","2000-03-07","male"
1727,"Jesse Ronson",155,70,70,"Southpaw","1985-12-24","male"
1728,"George Roop",135,73,72,"Orthodox","1981-11-10","male"
1729,"Aaron Rosa",205,76,77,"Orthodox","1983-05-28","male"
1730,"Charles Rosa",145,69,69,"Switch","1986-08-24","male"
1731,"Karol Rosa",145,65,67,"Orthodox","1994-12-30","female"
1733,"Raul Rosas Jr.",135,69,67,"Switch","2004-10-08","male"
1735,"Jared Rosholt",265,74,75,"Orthodox","1986-08-04","male"
1736,"Shannon Ross",125,66,66,"Switch","1989-05-12","male"
1737,"Ben Rothwell",265,76,78,"Orthodox","1981-10-17","male"
1738,"Khalil Rountree Jr.",205,73,76,"Southpaw","1990-02-26","male"
1739,"Ronda Rousey",135,67,66,"Orthodox","1987-02-01","female"
1740,"Phil Rowe",170,75,80,"Orthodox","1990-07-18","male"
1741,"Brandon Royval",125,69,68,"Southpaw","1992-08-16","male"
1742,"Jairzinho Rozenstruik",242,74,78,"Orthodox","1988-03-17","male"
1743,"Mauricio Rua",205,73,76,"Orthodox","1981-11-25","male"
1744,"Mike Russow",255,73,73,"Orthodox","1976-09-11","male"
1745,"Nursulton Ruziboev",185,77,76,"Orthodox","1993-11-19","male"
1746,"Cameron Saaiman",135,68,67,"Southpaw","2000-12-20","male"
1748,"Pat Sabatini",145,68,70,"Orthodox","1990-11-09","male"
1749,"Amir Sadollah",170,70,75,"Orthodox","1980-08-27","male"
1750,"Nazim Sadykhov",155,70,69,"Southpaw","1994-05-16","male"
1751,"Frankie Saenz",135,66,66,"Orthodox","1980-08-12","male"
1752,"Saparbeg Safarov",185,73,78,"Orthodox","1986-10-14","male"
1753,"Tarec Saffiedine",170,70,70,"Switch","1986-09-06","male"
1754,"Jason Saggo",155,71,71,"Orthodox","1985-11-23","male"
1755,"Benoit Saint Denis",155,71,73,"Southpaw","1995-12-18","male"
1756,"Ovince Saint Preux",205,75,80,"Southpaw","1983-04-08","male"
1757,"Lukasz Sajewski",155,68,71,"Orthodox","1990-11-27","male"
1758,"Augusto Sakai",265,75,77,"Orthodox","1991-05-09","male"
1759,"Alessio Sakara",185,72,72,"Orthodox","1981-09-02","male"
1760,"Gokhan Saki",205,72,73,"Orthodox","1983-10-19","male"
1761,"Justin Salas",155,68,70,"Southpaw","1982-03-13","male"
1762,"Luis Saldana",145,71,73,"Orthodox","1991-01-27","male"
1763,"Muslim Salikhov",170,71,70,"Orthodox","1984-06-09","male"
1764,"Boston Salmon",135,69,69,"Southpaw","1990-11-20","male"
1765,"John Salter",185,73,74,"Southpaw","1985-03-21","male"
1766,"Vinicius Salvador",125,67,70,"Southpaw","1996-07-24","male"
1767,"Josh Samman",185,75,79,"Orthodox","1988-03-14","male"
1768,"Josh Sampo",125,64,64,"Orthodox","1984-07-24","male"
1769,"Diego Sanchez",170,70,72,"Southpaw","1981-12-31","male"
1770,"Eddie Sanchez",230,74,74,"Orthodox","1982-11-04","male"
1771,"Joby Sanchez",135,66,68,"Orthodox","1991-06-24","male"
1772,"Andrew Sanchez",185,73,74,"Orthodox","1988-04-08","male"
1773,"Robert Sanchez",125,66,66,"Orthodox","1986-03-05","male"
1774,"Luke Sanders",135,66,67,"Southpaw","1985-12-12","male"
1775,"Jerrod Sanders",135,68,72,"Orthodox","1979-10-01","male"
1776,"Cory Sandhagen",135,71,70,"Switch","1992-04-20","male"
1777,"Hector Sandoval",125,62,64,"Orthodox","1986-07-19","male"
1778,"Martin Sano",170,71,75,"Orthodox","1991-05-30","male"
1779,"Duda Santana",145,67,73,"Orthodox","1996-01-10","female"
1781,"Jorge Santiago",170,73,75,"Orthodox","1980-10-09","male"
1782,"Mike Santiago",145,70,69,"Orthodox","1989-07-28","male"
1785,"Iliarde Santos",125,65,67,"Orthodox","1980-09-25","male"
1786,"Leonardo Santos",155,72,75,"Orthodox","1980-02-05","male"
1787,"Thiago Santos",205,74,76,"Orthodox","1984-01-07","male"
1788,"Yana Santos",135,66,68,"Orthodox","1989-11-11","female"
1789,"Taila Santos",125,66,68,"Orthodox","1993-06-22","female"
1791,"Daniel Santos",135,67,67,"Orthodox","1995-03-12","male"
1792,"Gabriel Santos",145,69,70,"Orthodox","1996-11-28","male"
1793,"Daniel Sarafian",185,69,73,"Orthodox","1982-08-21","male"
1794,"Jeka Saragih",155,68,69,"Orthodox","1995-01-01","male"
1795,"Yuta Sasaki",125,70,71,"Southpaw","1989-10-07","male"
1796,"Paul Sass",155,72,73,"Orthodox","1988-08-04","male"
1798,"Takashi Sato",170,70,73,"Southpaw","1990-06-09","male"
1799,"Ben Saunders",170,74,77,"Orthodox","1983-04-13","male"
1800,"Matt Sayles",155,67,68,"Orthodox","1994-02-21","male"
1801,"Eric Schafer",185,75,76,"Orthodox","1977-09-20","male"
1802,"Brendan Schaub",245,76,78,"Orthodox","1983-03-18","male"
1804,"Matt Schnell",125,68,70,"Orthodox","1990-01-15","male"
1805,"Justin Scoggins",125,67,66,"Southpaw","1992-05-02","male"
1806,"Brad Scott",170,73,76,"Orthodox","1989-06-24","male"
1807,"Neil Seery",125,64,64,"Orthodox","1979-08-30","male"
1808,"Stefan Sekulic",170,72,75,"Southpaw","1992-02-12","male"
1809,"Pete Sell",170,71,75,"Orthodox","1982-08-05","male"
1810,"Matthew Semelsberger",170,73,75,"Switch","1992-11-23","male"
1811,"Mackens Semerzier",145,69,72,"Orthodox","1980-11-03","male"
1814,"Matt Serra",170,66,68,"Orthodox","1974-06-02","male"
1815,"Fredy Serrano",125,63,65,"Orthodox","1979-09-22","male"
1816,"Edmen Shahbazyan",185,74,75,"Orthodox","1997-11-20","male"
1818,"Don Shainis",145,66,67,"Orthodox","1990-09-16","male"
1819,"Liliya Shakirova",125,64,65,"Orthodox","1991-10-24","female"
1820,"Kamal Shalorus",155,68,68,"Orthodox","1972-08-27","male"
1821,"Ken Shamrock",205,73,72,"Orthodox","1964-02-11","male"
1823,"Eric Shelton",125,66,68,"Orthodox","1991-02-02","male"
1824,"Sean Sherk",155,66,67,"Orthodox","1973-08-05","male"
1825,"Chase Sherman",250,76,78,"Orthodox","1989-11-16","male"
1826,"Valentina Shevchenko",125,65,66,"Southpaw","1988-03-07","female"
1827,"Antonina Shevchenko",125,68,67,"Southpaw","1984-11-20","female"
1828,"Jake Shields",170,72,72,"Orthodox","1979-01-09","male"
1830,"Liudvik Sholinian",135,70,71,"Orthodox","1990-01-20","male"
1831,"Jack Shore",135,68,71,"Orthodox","1995-02-06","male"
1833,"Sam Sicilia",145,68,67,"Orthodox","1986-02-01","male"
1834,"Steven Siler",145,71,70,"Orthodox","1987-02-15","male"
1835,"Anderson Silva",185,74,77,"Southpaw","1975-04-14","male"
1836,"Wanderlei Silva",205,71,74,"Orthodox","1976-07-03","male"
1837,"Thiago Silva",205,74,74,"Orthodox","1982-11-12","male"
1838,"Antonio Silva",264,76,82,"Orthodox","1979-09-14","male"
1839,"Erick Silva",170,72,74,"Orthodox","1984-06-21","male"
1840,"Leandro Silva",155,69,72,"Orthodox","1985-11-11","male"
1841,"Claudio Silva",170,71,71,"Southpaw","1982-09-06","male"
1842,"Joaquim Silva",155,68,69,"Southpaw","1989-02-05","male"
1843,"Felipe Silva",155,72,77,"Orthodox","1984-05-08","male"
1844,"Bruno Silva",125,64,65,"Orthodox","1990-03-16","male"
1845,"Bruno Silva",185,72,74,"Orthodox","1989-07-13","male"
1846,"Gabriel Silva",135,66,71,"Orthodox","1994-08-26","male"
1848,"Natalia Silva",125,64,65,"Southpaw","1997-02-03","female"
1851,"Karine Silva",125,65,67,"Orthodox","1993-12-02","female"
1852,"Erik Silva",145,69,71,"Orthodox","1987-03-16","male"
1853,"Douglas Silva de Andrade",135,67,68,"Orthodox","1985-06-22","male"
1854,"Elias Silverio",155,71,73,"Orthodox","1986-09-22","male"
1856,"Jamey Simmons",135,66,70,"Orthodox","1992-09-11","male"
1857,"Ricky Simon",135,66,69,"Orthodox","1992-08-31","male"
1858,"Aaron Simpson",170,72,73,"Orthodox","1974-07-20","male"
1859,"Tony Sims",155,71,70,"Southpaw","1985-10-14","male"
1861,"Rory Singer",185,74,77,"Orthodox","1976-05-28","male"
1863,"Elvis Sinosic",205,75,77,"Orthodox","1971-02-13","male"
1866,"Dennis Siver",145,66,70,"Orthodox","1979-01-13","male"
1867,"Chas Skelly",145,71,72,"Orthodox","1985-05-11","male"
1868,"Scott Smith",185,72,70,"Orthodox","1979-05-21","male"
1869,"Trevor Smith",185,75,75,"Orthodox","1981-01-05","male"
1870,"Anthony Smith",205,76,76,"Orthodox","1988-07-26","male"
1871,"Colton Smith",155,72,71,"Orthodox","1987-08-14","male"
1872,"Leslie Smith",135,69,66,"Orthodox","1982-08-17","female"
1873,"Devonte Smith",155,69,76,"Orthodox","1993-07-30","male"
1874,"Cole Smith",135,71,67,"Orthodox","1989-04-05","male"
1876,"Braxton Smith",257,71,72,"Orthodox","1990-01-01","male"
1877,"Dmitrii Smoliakov",253,74,74,"Switch","1982-08-05","male"
1878,"Louis Smolka",135,69,68,"Orthodox","1991-07-16","male"
1880,"Richie Smullen",155,69,68,"Orthodox","1991-08-17","male"
1882,"Peter Sobotta",170,72,75,"Southpaw","1987-01-11","male"
1883,"Renato Sobral",205,73,75,"Orthodox","1975-09-07","male"
1884,"Rameau Thierry Sokoudjou",205,70,78,"Orthodox","1984-04-18","male"
1885,"Joe Solecki",155,69,70,"Orthodox","1993-08-27","male"
1886,"Song Kenan",170,72,71,"Orthodox","1990-03-10","male"
1887,"Song Yadong",135,68,67,"Orthodox","1997-12-02","male"
1888,"Chael Sonnen",205,73,73,"Southpaw","1977-04-03","male"
1889,"Jin Soo Son",135,66,69,"Orthodox","1993-04-01","male"
1890,"Sean Soriano",145,69,70,"Orthodox","1989-10-06","male"
1891,"Punahele Soriano",185,71,72,"Southpaw","1992-11-22","male"
1892,"Dmitry Sosnovskiy",240,75,77,"Orthodox","1989-07-06","male"
1893,"Ben Sosoli",265,72,72,"Southpaw","1989-12-10","male"
1894,"Krzysztof Soszynski",205,73,77,"Open Stance","1977-08-02","male"
1895,"George Sotiropoulos",155,70,71,"Orthodox","1977-07-09","male"
1896,"Greg Soto",170,71,73,"Orthodox","1986-06-03","male"
1897,"Joe Soto",135,66,65,"Orthodox","1987-03-22","male"
1898,"Andre Soukhamthath",135,69,70,"Orthodox","1988-10-23","male"
1900,"Jacare Souza",185,73,72,"Orthodox","1979-12-07","male"
1901,"Edimilson Souza",145,72,74,"Orthodox","1984-10-17","male"
1902,"Livinha Souza",115,63,63,"Orthodox","1991-03-11","female"
1903,"Bruno Souza",145,70,70,"Orthodox","1996-03-07","male"
1904,"Ketlen Souza",125,63,63,"Orthodox","1994-08-18","female"
1905,"Ryan Spann",205,77,79,"Orthodox","1991-08-24","male"
1906,"Tommy Speer",170,70,71,"Orthodox","1984-08-20","male"
1907,"Sean Spencer",170,70,74,"Orthodox","1987-06-25","male"
1908,"Felicia Spencer",145,66,68,"Orthodox","1990-11-29","female"
1909,"Eric Spicely",185,73,73,"Orthodox","1986-09-29","male"
1910,"Daniel Spitz",245,79,82,"Orthodox","1990-07-31","male"
1911,"Serghei Spivac",260,75,78,"Orthodox","1995-01-24","male"
1912,"Daniel Spohn",205,76,79,"Southpaw","1984-10-12","male"
1913,"Austin Springer",145,68,71,"Orthodox","1987-05-12","male"
1914,"Georges St-Pierre",185,71,76,"Orthodox","1981-05-19","male"
1915,"Ron Stallings",170,74,75,"Southpaw","1983-01-25","male"
1916,"Cody Stamann",135,66,64,"Orthodox","1989-11-09","male"
1917,"Brian Stann",205,73,74,"Orthodox","1980-09-24","male"
1918,"Josh Stansbury",205,74,74,"Orthodox","1984-11-19","male"
1919,"Clifford Starks",185,72,78,"Orthodox","1981-04-25","male"
1920,"Kalib Starnes",185,75,74,"Orthodox","1975-01-06","male"
1921,"Laureano Staropoli",185,73,71,"Orthodox","1993-02-27","male"
1922,"Damian Stasiak",135,65,70,"Orthodox","1990-02-20","male"
1923,"Dominique Steele",170,70,74,"Orthodox","1988-01-27","male"
1925,"Steve Steinbeiss",185,75,75,"Orthodox","1981-05-05","male"
1926,"Jeremy Stephens",145,69,71,"Orthodox","1986-05-25","male"
1927,"Aljamain Sterling",135,67,71,"Orthodox","1989-07-31","male"
1928,"Joe Stevenson",145,67,70,"Orthodox","1982-06-15","male"
1929,"Maia Stevenson",115,64,62,"Orthodox","1982-03-19","female"
1930,"Darren Stewart",205,72,74,"Orthodox","1990-12-30","male"
1931,"Kyle Stewart",170,72,76,"Orthodox","1989-01-31","male"
1933,"Dustin Stoltzfus",185,72,75,"Orthodox","1991-11-15","male"
1934,"Niklas Stolze",155,73,74,"Switch","1992-12-28","male"
1935,"Ken Stone",135,68,71,"Southpaw","1982-10-08","male"
1936,"Rick Story",170,69,71,"Southpaw","1984-08-28","male"
1937,"Darko Stosic",205,72,76,"Orthodox","1992-02-09","male"
1938,"Sam Stout",155,69,70,"Orthodox","1984-04-23","male"
1939,"Jesse Strader",135,67,70,"Orthodox","1991-05-29","male"
1940,"Sean Strickland",185,73,76,"Orthodox","1991-02-27","male"
1941,"Mark Striegl",145,68,70,"Southpaw","1988-06-23","male"
1942,"Stefan Struve",265,83,84,"Orthodox","1988-02-18","male"
1943,"Tatiana Suarez",115,65,66,"Southpaw","1990-12-19","female"
1945,"George Sullivan",170,72,73,"Orthodox","1981-03-13","male"
1947,"Sumudaerji",125,68,72,"Southpaw","1996-01-20","male"
1950,"Cub Swanson",145,68,70,"Orthodox","1983-11-02","male"
1951,"Mike Swick",170,73,77,"Orthodox","1979-06-19","male"
1953,"Tim Sylvia",265,80,80,"Orthodox","1976-03-05","male"
1954,"Justin Tafa",264,72,74,"Southpaw","1993-12-13","male"
1955,"Junior Tafa",240,75,72,"Orthodox","1996-09-21","male"
1956,"Khalid Taha",135,65,69,"Orthodox","1992-02-15","male"
1957,"Tatsuro Taira",125,67,70,"Orthodox","2000-01-27","male"
1958,"Mairbek Taisumov",155,69,73,"Orthodox","1988-08-08","male"
1959,"Nordine Taleb",170,73,74,"Orthodox","1981-06-10","male"
1961,"Issei Tamura",135,65,63,"Orthodox","1984-03-12","male"
1962,"Michinori Tanaka",135,65,67,"Orthodox","1990-10-04","male"
1963,"Evan Tanner",185,72,74,"Orthodox","1971-02-11","male"
1965,"Miesha Tate",135,66,65,"Orthodox","1986-08-18","female"
1967,"Thiago Tavares",145,67,70,"Orthodox","1984-11-08","male"
1968,"Brad Tavares",185,73,74,"Orthodox","1987-12-21","male"
1969,"Paul Taylor",155,72,72,"Orthodox","1979-12-15","male"
1970,"Jesse Taylor",170,72,73,"Orthodox","1983-01-02","male"
1971,"Danielle Taylor",115,60,60,"Orthodox","1989-10-25","female"
1972,"James Te Huna",185,74,75,"Orthodox","1981-09-29","male"
1973,"Glover Teixeira",205,74,76,"Orthodox","1979-10-28","male"
1975,"David Teymur",155,69,73,"Southpaw","1989-05-01","male"
1976,"Daniel Teymur",145,65,69,"Orthodox","1988-02-03","male"
1977,"Brandon Thatch",170,74,74,"Switch","1985-07-11","male"
1978,"Elias Theodorou",185,73,75,"Orthodox","1988-05-31","male"
1979,"Paulo Thiago",170,71,74,"Orthodox","1981-01-25","male"
1980,"Nick Thompson",170,73,74,"Orthodox","1981-06-23","male"
1981,"Stephen Thompson",170,72,75,"Orthodox","1983-02-11","male"
1982,"Josh Thomson",155,70,71,"Orthodox","1978-09-21","male"
1983,"Simeon Thoresen",170,73,79,"Orthodox","1984-03-14","male"
1984,"Gleison Tibau",155,70,71,"Southpaw","1983-10-07","male"
1985,"Darren Till",185,72,74,"Southpaw","1992-12-24","male"
1986,"Denis Tiuliulin",185,73,77,"Orthodox","1988-05-17","male"
1987,"Dusko Todorovic",185,73,74,"Orthodox","1994-05-19","male"
1989,"Kazuki Tokudome",155,71,73,"Southpaw","1987-03-04","male"
1990,"Tyler Toner",145,68,70,"Orthodox","1983-03-31","male"
1991,"Ilia Topuria",145,67,69,"Orthodox","1997-01-21","male"
1992,"Miguel Torres",135,69,76,"Orthodox","1981-01-18","male"
1993,"Tecia Torres",115,61,60,"Orthodox","1989-08-16","female"
1994,"Jose Torres",125,64,65,"Orthodox","1992-08-02","male"
1996,"Salim Touahri",170,70,72,"Orthodox","1989-09-28","male"
1997,"Dequan Townsend",205,75,79,"Orthodox","1986-05-11","male"
1998,"Francisco Trevino",155,69,70,"Orthodox","1981-12-17","male"
1999,"Frank Trigg",170,69,71,"Southpaw","1972-05-07","male"
2000,"Francisco Trinaldo",170,69,70,"Southpaw","1978-08-24","male"
2001,"Michael Trizano",145,71,71,"Orthodox","1991-12-31","male"
2003,"Abel Trujillo",155,68,70,"Orthodox","1983-09-18","male"
2004,"Arman Tsarukyan",155,67,72,"Orthodox","1996-10-11","male"
2006,"Chris Tuchscherer",258,74,76,"Orthodox","1975-09-08","male"
2007,"Jon Tuck",155,71,73,"Orthodox","1984-08-28","male"
2008,"Gavin Tucker",145,66,66,"Southpaw","1986-06-17","male"
2009,"Tai Tuivasa",264,74,75,"Southpaw","1993-03-16","male"
2010,"Zubaira Tukhugov",155,68,68,"Orthodox","1991-01-15","male"
2012,"Albert Tumenov",170,71,73,"Orthodox","1991-12-26","male"
2013,"Ricky Turcios",135,69,71,"Orthodox","1993-06-05","male"
2014,"Anton Turkalj",205,76,78,"Orthodox","1996-06-10","male"
2015,"Wellington Turman",170,72,72,"Orthodox","1996-07-22","male"
2016,"Jalin Turner",155,75,77,"Southpaw","1995-05-18","male"
2017,"Marcin Tybura",249,75,78,"Orthodox","1985-11-09","male"
2019,"Tagir Ulanbekov",125,67,70,"Southpaw","1991-08-07","male"
2020,"Carlos Ulberg",205,76,77,"Orthodox","1990-11-07","male"
2021,"Gasan Umalatov",170,71,71,"Orthodox","1982-09-11","male"
2022,"Caol Uno",155,67,70,"Southpaw","1975-05-08","male"
2024,"Hector Urbina",170,71,73,"Orthodox","1987-09-17","male"
2026,"Gilbert Urbina",170,75,75,"Orthodox","1996-04-05","male"
2028,"Kamaru Usman",170,72,76,"Switch","1987-05-11","male"
2029,"Mohammed Usman",239,74,79,"Orthodox","1989-04-01","male"
2030,"Darren Uyenoyama",125,66,65,"Orthodox","1979-10-15","male"
2031,"Richie Vaculik",125,66,69,"Orthodox","1983-06-19","male"
2032,"Genaro Valdez",155,69,72,"Orthodox","1992-01-16","male"
2033,"Charlie Valencia",135,63,64,"Orthodox","1974-10-31","male"
2035,"Timur Valiev",135,66,67,"Orthodox","1990-01-19","male"
2036,"Isaac Vallie-Flagg",155,68,70,"Orthodox","1978-04-08","male"
2037,"Joshua Van",125,65,65,"Orthodox","2001-10-10","male"
2038,"Cameron VanCamp",155,74,74,"Switch","1993-04-27","male"
2039,"Jared Vanderaa",265,76,80,"Orthodox","1992-05-12","male"
2040,"Lando Vannata",155,69,71,"Orthodox","1992-03-14","male"
2041,"Paige VanZant",115,64,65,"Orthodox","1994-03-26","female"
2042,"Kazula Vargas",155,68,71,"Southpaw","1985-08-15","male"
2043,"Jamie Varner",155,68,71,"Orthodox","1984-10-12","male"
2044,"Javier Vazquez",145,67,69,"Southpaw","1977-07-16","male"
2046,"Cain Velasquez",240,73,77,"Orthodox","1982-07-28","male"
2047,"Bojan Velickovic",170,72,76,"Southpaw","1988-12-18","male"
2048,"Karlos Vemola",185,72,75,"Orthodox","1985-07-03","male"
2049,"Luigi Vendramini",155,68,73,"Orthodox","1996-01-16","male"
2050,"Brandon Vera",230,75,78,"Orthodox","1977-10-10","male"
2051,"Marlon Vera",135,68,70,"Switch","1992-12-02","male"
2053,"CJ Vergara",125,66,68,"Orthodox","1991-06-18","male"
2054,"Marvin Vettori",185,72,74,"Southpaw","1993-09-20","male"
2055,"Hugo Viana",135,66,67,"Orthodox","1982-09-26","male"
2056,"Polyana Viana",115,65,67,"Orthodox","1992-06-14","female"
2057,"James Vick",155,75,76,"Orthodox","1987-02-23","male"
2058,"Tamires Vidal",135,66,68,"Orthodox","1998-07-27","female"
2059,"Reginaldo Vieira",135,67,65,"Orthodox","1982-11-26","male"
2060,"Ketlen Vieira",135,68,68,"Orthodox","1991-08-26","female"
2061,"Rodolfo Vieira",185,72,73,"Orthodox","1989-09-25","male"
2062,"Gian Villante",230,75,76,"Orthodox","1985-08-18","male"
2063,"Ike Villanueva",205,73,73,"Orthodox","1984-04-04","male"
2065,"Yuri Villefort",170,72,73,"Orthodox","1991-03-23","male"
2067,"Cheyanne Vlismas",115,63,63,"Switch","1995-06-25","female"
2068,"Bobby Voelker",170,72,74,"Orthodox","1979-04-26","male"
2069,"Alexander Volkanovski",145,66,71,"Orthodox","1988-09-29","male"
2070,"Jacob Volkmann",155,69,71,"Southpaw","1980-09-05","male"
2071,"Alexander Volkov",250,79,80,"Orthodox","1988-10-24","male"
2072,"Chris Wade",155,70,70,"Orthodox","1987-09-30","male"
2073,"TJ Waldburger",170,71,75,"Orthodox","1988-04-25","male"
2075,"Johnny Walker",205,78,82,"Orthodox","1992-03-30","male"
2076,"Brogan Walker",125,64,67,"Switch","1988-08-02","female"
2077,"Rodney Wallace",205,69,72,"Switch","1981-11-21","male"
2080,"Richard Walsh",170,72,73,"Orthodox","1988-12-01","male"
2082,"Terrion Ware",135,68,71,"Orthodox","1986-03-31","male"
2083,"Dominic Waters",170,73,79,"Orthodox","1989-04-11","male"
2084,"Trey Waters",170,77,77,"Orthodox","1995-02-21","male"
2085,"Michelle Waterson-Gomez",115,63,62,"Orthodox","1986-01-06","female"
2086,"Walel Watson",135,71,75,"Orthodox","1984-07-16","male"
2087,"Tom Watson",185,73,73,"Orthodox","1982-07-13","male"
2088,"Brok Weaver",155,72,73,"Southpaw","1991-12-05","male"
2089,"Royston Wee",135,67,67,"Orthodox","1986-11-15","male"
2090,"Darian Weeks",170,71,72,"Orthodox","1993-11-23","male"
2091,"Joshua Weems",135,68,69,"Orthodox","1994-05-05","male"
2092,"Chris Weidman",185,74,78,"Orthodox","1984-06-17","male"
2093,"Christian Wellisch",234,74,77,"Orthodox","1975-09-13","male"
2094,"Jeremiah Wells",170,69,74,"Switch","1986-10-30","male"
2095,"Fabricio Werdum",231,76,77,"Orthodox","1977-07-30","male"
2096,"Sheldon Westcott",170,73,71,"Southpaw","1984-08-20","male"
2098,"Alex White",155,72,71,"Southpaw","1988-10-22","male"
2099,"Craig White",170,74,76,"Orthodox","1990-07-01","male"
2101,"Robert Whiteford",145,69,69,"Southpaw","1983-04-12","male"
2102,"Garett Whiteley",155,72,72,"Orthodox","1980-12-13","male"
2103,"Emily Whitmire",125,65,63,"Orthodox","1991-05-24","female"
2104,"Robert Whittaker",185,72,73,"Orthodox","1990-12-20","male"
2106,"Adam Wieczorek",250,77,81,"Orthodox","1992-02-05","male"
2107,"Mike Wilkinson",145,67,66,"Orthodox","1987-09-15","male"
2108,"Rob Wilkinson",185,75,80,"Orthodox","1992-02-22","male"
2109,"James Wilks",170,73,75,"Orthodox","1978-05-04","male"
2110,"Patrick Williams",135,68,73,"Orthodox","1981-09-07","male"
2111,"Tim Williams",185,74,76,"Orthodox","1986-07-03","male"
2112,"Jordan Williams",185,73,75,"Southpaw","1990-10-13","male"
