"id","name","weight","height","reach","stance","date_of_birth","gender"
2113,"Cole Williams",170,72,73,"Orthodox","1983-12-15","male"
2114,"Khaos Williams",170,72,77,"Orthodox","1994-03-30","male"
2115,"Karl Williams",235,75,79,"Orthodox","1990-01-06","male"
2116,"Justin Willis",264,73,78,"Southpaw","1987-07-19","male"
2117,"Chris Wilson",170,73,75,"Orthodox","1977-06-07","male"
2118,"Jonathan Wilson",205,74,75,"Southpaw","1987-07-17","male"
2119,"Westin Wilson",145,73,73,"Southpaw","1989-01-24","male"
2120,"Matt Wiman",155,70,68,"Orthodox","1983-09-19","male"
2121,"Eddie Wineland",135,67,69,"Orthodox","1984-06-26","male"
2122,"Deron Winn",185,66,70,"Orthodox","1989-06-13","male"
2123,"Andre Winner",155,71,73,"Orthodox","1981-11-09","male"
2124,"Jason Witt",170,70,70,"Orthodox","1986-11-07","male"
2125,"Danyelle Wolf",145,71,70,"Orthodox","1983-09-08","female"
2126,"Joanne Wood",125,66,65,"Orthodox","1985-12-23","female"
2127,"Nathaniel Wood",145,66,69,"Orthodox","1993-05-08","male"
2128,"Val Woodburn",185,68,74,"Orthodox","1993-08-10","male"
2129,"Tyron Woodley",170,69,74,"Orthodox","1982-04-07","male"
2130,"Sean Woodson",145,74,78,"Orthodox","1992-06-07","male"
2131,"Khama Worthy",155,71,74,"Orthodox","1986-10-15","male"
2132,"Jordan Wright",205,74,77,"Orthodox","1991-10-07","male"
2133,"Wu Yanan",135,68,66,"Orthodox","1996-04-18","female"
2134,"Wulijiburen",135,69,69,"Orthodox","1989-03-01","male"
2138,"Rani Yahya",135,66,67,"Orthodox","1984-09-12","male"
2139,"Alexander Yakovlev",155,75,74,"Southpaw","1984-07-18","male"
2140,"Norifumi Yamamoto",135,64,66,"Southpaw","1977-03-15","male"
2141,"Yan Xiaonan",115,65,63,"Orthodox","1989-06-16","female"
2142,"Petr Yan",135,67,67,"Switch","1993-02-11","male"
2144,"Adam Yandiev",185,69,74,"Orthodox","1988-08-07","male"
2145,"Adrian Yanez",135,67,70,"Orthodox","1993-11-29","male"
2146,"Dongi Yang",185,70,73,"Southpaw","1984-12-07","male"
2148,"Yizha",145,67,70,"Orthodox","1997-01-08","male"
2149,"Ashley Yoder",115,67,69,"Southpaw","1987-10-20","female"
2151,"Yoshiyuki Yoshida",170,71,70,"Southpaw","1974-05-10","male"
2152,"Jason Young",145,69,73,"Orthodox","1986-06-28","male"
2153,"Shane Young",145,68,72,"Orthodox","1993-07-31","male"
2154,"Shanna Young",125,67,65,"Orthodox","1991-02-20","female"
2155,"Sodiq Yusuff",145,69,71,"Orthodox","1993-05-19","male"
2156,"Gilbert Yvel",225,74,77,"Orthodox","1976-06-30","male"
2157,"Luke Zachrich",185,74,74,"Orthodox","1981-12-19","male"
2158,"Aiemann Zahabi",135,68,68,"Orthodox","1987-11-19","male"
2159,"Youssef Zalal",135,70,72,"Switch","1996-09-04","male"
2160,"Elizeu Zaleski dos Santos",170,71,73,"Orthodox","1986-12-11","male"
2162,"David Zawada",170,72,75,"Orthodox","1990-08-01","male"
2163,"Daniel Zellhuber",155,73,77,"Switch","1999-07-07","male"
2164,"Zhang Tiequan",155,68,69,"Orthodox","1978-07-25","male"
2165,"Zhang Lipeng",155,71,71,"Southpaw","1990-03-10","male"
2166,"Zhang Weili",115,64,63,"Switch","1989-08-13","female"
2168,"Yao Zhikui",125,65,64,"Orthodox","1991-02-07","male"
2169,"Zhalgas Zhumagulov",125,64,66,"Switch","1988-08-29","male"
2170,"Fares Ziam",155,73,75,"Orthodox","1997-03-21","male"
2171,"Cat Zingano",145,66,68,"Southpaw","1982-07-01","female"
2172,"Allan Zuniga",155,67,70,"Orthodox","1992-04-04","male"
2173,"Jesus Pinedo",155,70,70,"Southpaw","1996-06-22","male"
2175,"Kalindra Faria",125,67,67,"Switch","1986-07-23","female"
2176,"Christian Colombo",265,77,77,"Orthodox","1980-07-01","male"
2178,"Chan-Mi Jeon",115,65,65,"Orthodox","1997-08-28","female"
2179,"Abdul-Kerim Edilov",205,74,74,"Orthodox","1991-11-25","male"
2180,"Nick Roehrick",205,74,74,"Orthodox","1987-07-06","male"
2181,"Tom Gallicchio",170,70,70,"Southpaw","1986-09-23","male"
2183,"Jim Wallhead",170,70,70,"Orthodox","1984-03-14","male"
2184,"Alex Ricci",155,71,71,"Orthodox","1982-07-21","male"
2185,"Cindy Dandois",135,67,67,"Orthodox","1984-10-26","female"
2186,"Pearl Gonzalez",115,64,64,"Orthodox","1986-08-12","female"
2187,"Jonathan Meunier",170,75,75,"Switch","1987-08-04","male"
2189,"Milana Dudieva",135,63,63,"Orthodox","1989-08-04","female"
2190,"Kwan Ho Kwak",135,65,65,"Switch","1989-06-18","male"
2191,"Jason Novelli",155,72,72,"Orthodox","1979-06-08","male"
2192,"Leonardo Guimaraes",185,72,72,"Orthodox","1982-04-15","male"
2193,"Michael McBride",155,73,73,"Orthodox","1986-03-09","male"
2196,"Chris Avila",145,70,70,"Orthodox","1993-01-16","male"
2197,"Joseph Gigliotti",185,71,71,"Orthodox","1993-08-13","male"
2199,"JC Cottrell",155,69,69,"Orthodox","1989-11-04","male"
2200,"Cristina Stanciu",115,63,63,"Orthodox","1994-03-29","female"
2201,"Anton Zafir",170,71,71,"Orthodox","1987-05-10","male"
2202,"Mehdi Baghdad",155,73,73,"Orthodox","1985-04-13","male"
2204,"Alberto Uda",185,75,75,"Orthodox","1984-08-08","male"
2205,"Anna Elmose",115,63,63,"Orthodox","1984-10-06","female"
2206,"Cody East",245,75,75,"Orthodox","1988-06-29","male"
2209,"Kelly Faszholz",135,68,68,"Orthodox","1985-04-09","female"
2210,"Felipe Olivieri",155,69,69,"Orthodox","1985-04-12","male"
2212,"Andreas Stahl",170,71,71,"Orthodox","1988-05-20","male"
2213,"Leo Kuntz",155,70,70,"Orthodox","1983-10-03","male"
2214,"Steve Montgomery",185,76,76,"Southpaw","1990-12-19","male"
2215,"Steve Kennedy",170,71,71,"Orthodox","1983-03-07","male"
2217,"Ericka Almeida",115,66,66,"Orthodox","1989-03-05","female"
2218,"Yusuke Kasuya",155,67,67,"Southpaw","1989-11-16","male"
2219,"Roger Zapata",170,71,71,"Southpaw","1986-05-09","male"
2220,"Sirwan Kakai",135,65,65,"Orthodox","1989-10-03","male"
2221,"Roman Salazar",135,67,67,"Orthodox","1988-02-21","male"
2222,"Hans Stringer",205,75,75,"Orthodox","1987-07-06","male"
2223,"Paul Redmond",145,70,70,"Orthodox","1986-10-20","male"
2224,"Joe Merritt",170,72,72,"Orthodox","1984-03-07","male"
2225,"Lewis Gonzalez",170,70,70,"Orthodox","1987-09-19","male"
2228,"Antonio Dos Santos",185,70,70,"Orthodox","1988-07-21","male"
2229,"Leonardo Morales",135,68,68,"Southpaw","1992-12-22","male"
2232,"Yui Chul Nam",145,69,69,"Orthodox","1981-07-16","male"
2233,"Jonavin Webb",170,70,70,"Orthodox","1989-04-28","male"
2234,"David Michaud",155,69,69,"Orthodox","1988-11-10","male"
2235,"Rocky Lee",145,69,69,"Orthodox","1987-04-08","male"
2237,"Justin Jones",185,71,71,"Orthodox","1987-09-06","male"
2238,"Shayna Baszler",135,67,67,"Orthodox","1980-08-08","female"
2239,"Keith Berish",205,72,72,"Orthodox","1985-11-14","male"
2240,"Cain Carrizosa",155,68,68,"Orthodox","1986-07-22","male"
2241,"Roger Narvaez",185,75,75,"Southpaw","1983-09-09","male"
2242,"Josh Copeland",265,73,73,"Orthodox","1982-10-20","male"
2243,"Alex Torres",145,70,70,"Orthodox","1988-05-29","male"
2244,"Josh Shockley",155,73,73,"Orthodox","1989-11-15","male"
2245,"Rodrigo de Lima",155,67,67,"Orthodox","1991-03-12","male"
2246,"Anthony Christodoulou",155,69,69,"Orthodox","1987-07-30","male"
2248,"Shane Howell",125,68,68,"Orthodox","1983-11-28","male"
2249,"Mats Nilsson",170,73,73,"Orthodox","1983-12-05","male"
2251,"Ian Entwistle",135,65,65,"Orthodox","1986-11-19","male"
2256,"Rodolfo Rubio Perez",145,65,65,"Orthodox","1987-01-29","male"
2257,"Tim Gorman",135,65,65,"Southpaw","1983-04-29","male"
2258,"Guto Inocente",205,75,75,"Orthodox","1986-05-29","male"
2260,"Bruno Santos",185,69,69,"Orthodox","1987-07-17","male"
2262,"Jake Lindsey",155,71,71,"Switch","1986-06-21","male"
2263,"Marcin Bandel",155,70,70,"Orthodox","1989-10-10","male"
2264,"Rin Nakai",135,61,61,"Orthodox","1986-10-22","female"
2265,"Takenori Sato",170,70,70,"Southpaw","1985-06-08","male"
2266,"Wendell Oliveira Marques",170,70,70,"Orthodox","1983-06-01","male"
2267,"Larissa Pacheco",135,67,67,"Orthodox","1994-09-07","female"
2268,"Dashon Johnson",145,67,67,"Orthodox","1988-01-25","male"
2269,"Tateki Matsuda",125,67,67,"Orthodox","1986-02-27","male"
2272,"Chris Heatherly",155,69,69,"Orthodox","1987-11-24","male"
2273,"Jianping Yang",145,67,67,"Orthodox","1988-11-27","male"
2274,"Danny Mitchell",170,74,74,"Orthodox","1986-08-08","male"
2276,"Jack May",255,80,80,"Switch","1981-04-14","male"
2277,"Tina Lahdemaki",115,62,62,"Orthodox","1988-05-28","female"
2279,"Juan Manuel Puig",145,69,69,"Orthodox","1989-04-23","male"
2280,"Alexis Dufresne",135,69,69,"Orthodox","1990-08-31","female"
2282,"Guilherme Vasconcelos",185,72,72,"Orthodox","1986-03-23","male"
2283,"Bubba Bush",185,72,72,"Orthodox","1985-07-24","male"
2286,"Roldan Sangcha'an",125,64,64,"Orthodox","1990-12-04","male"
2292,"Wagner Silva",170,72,72,"Orthodox","1987-02-07","male"
2293,"Richardson Moreira",185,74,74,"Orthodox","1984-03-31","male"
2294,"Niklas Backstrom",145,73,73,"Orthodox","1989-08-22","male"
2295,"Ben Wall",155,70,70,"Orthodox","1989-03-25","male"
2296,"Hernani Perpetuo",170,72,72,"Orthodox","1985-05-24","male"
2303,"Anying Wang",170,72,72,"Orthodox","1991-04-04","male"
2304,"Brian Houston",185,74,74,"Orthodox","1981-04-26","male"
2305,"Luiz Dutra",170,71,71,"Orthodox","1982-05-06","male"
2306,"Shunichi Shimizu",135,65,65,"Orthodox","1985-01-31","male"
2307,"Will Chope",145,76,76,"Switch","1990-09-08","male"
2308,"Dave Galera",135,71,71,"Orthodox","1978-01-12","male"
2309,"Estevan Payan",145,70,70,"Orthodox","1982-03-14","male"
2310,"Jessica Rakoczy",115,67,67,"Orthodox","1977-04-14","female"
2311,"Anthony Lapsley",170,69,69,"Southpaw","1980-02-13","male"
2313,"Tor Troeng",185,74,74,"Orthodox","1983-01-25","male"
2314,"Ramiro Hernandez",135,69,69,"Orthodox","1986-07-22","male"
2315,"Brian Melancon",170,68,68,"Orthodox","1982-05-28","male"
2316,"Papy Abedi",185,71,71,"Southpaw","1978-06-30","male"
2317,"Jose Maria",125,65,65,"Orthodox","1982-01-04","male"
2318,"Sheila Gaff",135,65,65,"Orthodox","1989-12-29","female"
2319,"Josh Clopton",145,66,66,"Orthodox","1981-07-11","male"
2321,"Rosi Sexton",135,63,63,"Orthodox","1977-07-16","female"
2322,"Nah-Shon Burrell",170,71,71,"Orthodox","1990-02-05","male"
2324,"Joao Zeferino",170,71,71,"Orthodox","1986-01-15","male"
2325,"Roger Hollett",205,71,71,"Orthodox","1978-10-08","male"
2326,"Azamat Gashimov",125,66,66,"Orthodox","1990-04-07","male"
2328,"Gilbert Smith",185,69,69,"Southpaw","1981-10-19","male"
2329,"Collin Hart",185,73,73,"Orthodox","1989-10-12","male"
2330,"Jimmy Quinlan",185,72,72,"Orthodox","1986-05-25","male"
2331,"Besam Yousef",170,71,71,"Orthodox","1985-03-25","male"
2332,"Colin Fletcher",155,74,74,"Orthodox","1983-01-08","male"
2333,"Quinn Mulhern",155,75,75,"Orthodox","1984-09-20","male"
2334,"Brock Jardine",170,71,71,"Orthodox","1985-07-10","male"
2335,"Ulysses Gomez",125,66,66,"Orthodox","1983-05-25","male"
2336,"Milton Vieira",145,72,72,"Orthodox","1978-10-04","male"
2337,"CJ Keith",155,72,72,"Orthodox","1986-08-09","male"
2338,"Byron Bloodworth",135,68,68,"Orthodox","1983-08-16","male"
2339,"Shane del Rosario",250,76,76,"Southpaw","1983-09-23","male"
2340,"Marcos Vinicius",125,69,69,"Orthodox","1979-12-05","male"
2341,"John Cofer",155,69,69,"Southpaw","1984-04-29","male"
2342,"Manuel Rodriguez",170,69,69,"Orthodox","1985-04-25","male"
2344,"Motonobu Tezuka",135,67,67,"Southpaw","1987-08-29","male"
2345,"Tom DeBlass",185,72,72,"Orthodox","1982-05-14","male"
2346,"Joey Gambino",145,67,67,"Orthodox","1988-10-26","male"
2348,"Buddy Roberts",185,74,74,"Orthodox","1982-10-17","male"
2349,"Tommy Hayden",145,69,69,"Southpaw","1986-03-11","male"
2350,"Eiji Mitsuoka",145,67,67,"Southpaw","1976-01-01","male"
2351,"Oli Thompson",242,73,73,"Orthodox","1980-01-02","male"
2353,"Josh Ferguson",125,65,65,"Orthodox","1988-05-13","male"
2354,"Yoislandy Izquierdo",155,71,71,"Southpaw","1984-01-09","male"
2355,"Wagner Campos",145,66,66,"Southpaw","1981-07-31","male"
2360,"Luis Ramos",170,68,68,"Orthodox","1981-01-18","male"
2361,"Pat Schilling",145,68,68,"Orthodox","1988-08-28","male"
2364,"Jorge Lopez",170,70,70,"Orthodox","1988-11-21","male"
2365,"Pascal Krauss",170,73,73,"Orthodox","1987-04-19","male"
2366,"Nick Denis",135,67,67,"Orthodox","1983-10-11","male"
2367,"Eddie Yagin",145,67,67,"Orthodox","1979-03-23","male"
2371,"Eric Wisely",145,68,68,"Southpaw","1984-07-25","male"
2372,"Yasuhiro Urushitani",125,65,65,"Southpaw","1976-09-08","male"
2373,"Nick Penner",205,76,76,"Southpaw","1980-03-26","male"
2375,"Bernardo Magalhaes",155,69,69,"Orthodox","1981-04-08","male"
2376,"Jon Olav Einemo",253,78,78,"Orthodox","1975-12-10","male"
2381,"Ednaldo Oliveira",205,77,77,"Orthodox","1984-02-19","male"
2382,"Jason Miller",185,73,73,"Orthodox","1980-12-24","male"
2383,"Stephen Bass",145,69,69,"Orthodox","1982-11-14","male"
2386,"Alex Soto",135,68,68,"Southpaw","1984-02-15","male"
2387,"Paul Bradley",170,69,69,"Orthodox","1983-06-13","male"
2390,"Keith Wisniewski",170,72,72,"Orthodox","1981-10-25","male"
2391,"Joseph Sandoval",135,67,67,"Southpaw","1986-05-11","male"
2395,"Ian Loveland",145,68,68,"Orthodox","1983-09-07","male"
2396,"TJ O'Brien",155,74,74,"Orthodox","1987-01-01","male"
2397,"Jason Reinhardt",135,66,66,"Orthodox","1969-10-31","male"
2398,"Mike Lullo",145,68,68,"Orthodox","1979-07-24","male"
2401,"Kyle Watson",155,72,72,"Southpaw","1979-08-09","male"
2402,"Steve Lopez",155,71,71,"Orthodox","1984-07-30","male"
2404,"Todd Brown",205,71,71,"Orthodox","1976-12-13","male"
2406,"Gabe Ruediger",155,70,70,"Orthodox","1977-08-29","male"
2407,"Antonio McKee",155,68,68,"Southpaw","1970-03-12","male"
2409,"Maiquel Falcao",185,71,71,"Orthodox","1981-03-08","male"
2411,"Alexandre Ferreira",205,67,67,"Orthodox","1979-04-25","male"
2412,"Mark Holst",155,72,72,"Orthodox","1985-08-14","male"
2413,"Pat Audinwood",155,72,72,"Orthodox","1986-04-16","male"
2414,"Waylon Lowe",145,67,67,"Southpaw","1980-10-31","male"
2415,"Julio Paulino",170,72,72,"Orthodox","1975-12-04","male"
2416,"James Toney",220,69,69,"Orthodox","1968-08-24","male"
2418,"Amilcar Alves",170,72,72,"Southpaw","1988-08-08","male"
2420,"James Hammortree",185,75,75,"Orthodox","1983-11-29","male"
2421,"Dan Lauzon",155,70,70,"Orthodox","1988-03-30","male"
2423,"Renzo Gracie",185,70,70,"Orthodox","1967-03-11","male"
2424,"Matt Veach",155,71,71,"Orthodox","1981-05-31","male"
2425,"Ronys Torres",155,67,67,"Orthodox","1975-08-13","male"
2426,"Lucio Linhares",185,74,74,"Orthodox","1973-12-08","male"
2429,"Rolles Gracie",242,76,76,"Orthodox","1978-07-14","male"
2433,"Marcus Jones",265,78,78,"Orthodox","1973-08-15","male"
2434,"Darrill Schoonover",220,74,74,"Orthodox","1985-07-18","male"
2435,"Justin Wren",265,74,74,"Orthodox","1987-04-27","male"
2436,"Joe Brammer",155,68,68,"Orthodox","1983-08-23","male"
2437,"Jake Rosholt",185,73,73,"Orthodox","1982-02-09","male"
2438,"Razak Al-Hassan",205,74,74,"Orthodox","1982-05-14","male"
2439,"Danillo Villefort",185,73,73,"Orthodox","1983-05-08","male"
2440,"Mike Ciesnolevicz",235,72,72,"Orthodox","1979-10-28","male"
2441,"Frank Lester",170,71,71,"Orthodox","1984-06-10","male"
2442,"Cameron Dollar",155,71,71,"Orthodox","1987-05-12","male"
2443,"Denis Stojnic",245,72,72,"Orthodox","1980-02-02","male"
2444,"Xavier Foupa-Pokam",185,73,73,"Open Stance","1982-07-03","male"
2445,"Andre Gusmao",205,72,72,"Orthodox","1977-05-19","male"
2446,"David Kaplan",155,67,67,"Orthodox","1979-11-16","male"
2448,"Junie Browning",155,69,69,"Orthodox","1984-05-12","male"
2449,"Matt Horwich",185,73,73,"Orthodox","1978-10-02","male"
2450,"Nissen Osterneck",185,74,74,"Orthodox","1981-05-01","male"
2451,"Neil Grove",265,78,78,"Orthodox","1971-01-18","male"
2453,"Ivan Salaverry",185,72,72,"Orthodox","1971-01-11","male"
2455,"Derek Downey",185,73,73,"Orthodox","1980-04-27","male"
2456,"Alexandre Barros",170,69,69,"Southpaw","1976-11-19","male"
2457,"Mike Wessel",260,72,72,"Orthodox","1977-12-02","male"
2458,"Reese Andy",205,72,72,"Orthodox","1973-03-31","male"
2459,"Dan Evensen",250,75,75,"Orthodox","1974-06-01","male"
2461,"Shane Primm",205,75,75,"Orthodox","1984-07-30","male"
2462,"Jules Bruchez",205,72,72,"Southpaw","1977-08-16","male"
2463,"John Polakowski",155,70,70,"Orthodox","1981-06-21","male"
2465,"Nate Loughran",185,74,74,"Orthodox","1980-07-28","male"
2466,"Johnny Rees",170,72,72,"Orthodox","1982-10-21","male"
2467,"Brandon Wolff",170,69,69,"Orthodox","1975-10-18","male"
2468,"Josh Hendricks",235,74,74,"Southpaw","1976-08-28","male"
2469,"Ryan Thomas",170,72,72,"Orthodox","1984-11-05","male"
2471,"David Baron",155,66,66,"Switch","1973-02-15","male"
2472,"Samy Schiavo",155,68,68,"Orthodox","1975-12-24","male"
2473,"Brad Morris",205,74,74,"Orthodox","1979-11-01","male"
2476,"Steve Bruno",170,70,70,"Orthodox","1981-11-03","male"
2479,"Cale Yarbrough",185,73,73,"Orthodox","1986-12-27","male"
2480,"Brodie Farber",170,73,73,"Orthodox","1980-07-05","male"
2482,"James Giboo",170,71,71,"Orthodox","1978-01-06","male"
2483,"Dante Rivera",185,73,73,"Southpaw","1974-12-08","male"
2484,"Rob Yundt",185,73,73,"Orthodox","1980-05-05","male"
2486,"War Machine",170,71,71,"Orthodox","1981-11-30","male"
2488,"Din Thomas",155,69,69,"Orthodox","1976-09-28","male"
2489,"Ryan Roberts",155,66,66,"Orthodox","1978-07-16","male"
2490,"Jeff Cox",155,70,70,"Orthodox","1968-08-02","male"
2492,"Roman Mitichyan",170,70,70,"Orthodox","1978-09-04","male"
2493,"John Halverson",155,69,69,"Southpaw","1972-09-08","male"
2495,"Alberto Crane",155,65,65,"Orthodox","1976-07-14","male"
2496,"Joe Veres",155,67,67,"Orthodox","1977-11-09","male"
2497,"Colin Robinson",243,76,76,"Orthodox","1968-11-27","male"
2498,"James Lee",205,71,71,"Southpaw","1973-09-22","male"
2499,"Doug Evans",155,69,69,"Orthodox","1980-10-10","male"
2500,"Jared Rollins",170,69,69,"Orthodox","1977-01-26","male"
2501,"Billy Miles",170,70,70,"Orthodox","1978-04-28","male"
2502,"Dan Barrera",170,69,69,"Orthodox","1980-12-23","male"
2503,"Richie Hightower",170,68,68,"Orthodox","1974-11-26","male"
2504,"John Kolosci",185,71,71,"Orthodox","1974-11-26","male"
2505,"Dorian Price",170,75,75,"Southpaw","1977-08-20","male"
2506,"Paul Georgieff",170,74,74,"Orthodox","1982-09-22","male"
2508,"Luke Caudillo",155,67,67,"Orthodox","1980-11-30","male"
2509,"Jason Black",155,68,68,"Orthodox","1972-07-15","male"
2510,"Diego Saraiva",155,66,66,"Orthodox","1982-04-23","male"
2511,"Scott Junk",265,73,73,"Orthodox","1978-12-17","male"
2513,"Edilberto de Oliveira",170,72,72,"Orthodox","1982-11-22","male"
2515,"Anthony Torres",170,68,68,"Orthodox","1978-07-31","male"
2517,"Mike Nickels",205,76,76,"Orthodox","1971-12-13","male"
2519,"Floyd Sword",185,72,72,"Orthodox","1976-08-24","male"
2521,"Andy Wang",155,66,66,"Orthodox","1977-05-28","male"
2522,"Allen Berube",155,68,68,"Orthodox","1974-08-25","male"
2523,"Hector Ramirez",205,72,72,"Orthodox","1976-03-28","male"
2525,"Jordan Radev",185,67,67,"Southpaw","1976-09-28","male"
2527,"Pete Spratt",170,69,69,"Orthodox","1971-01-09","male"
2529,"Chad Reiner",170,71,71,"Orthodox","1981-06-29","male"
2531,"Sean Salmon",185,70,70,"Southpaw","1977-09-11","male"
2532,"Assuerio Silva",241,70,70,"Orthodox","1974-06-18","male"
2533,"Crafton Wallace",185,72,72,"Orthodox","1975-11-10","male"
2534,"Brad Imes",265,79,79,"Orthodox","1977-03-13","male"
2536,"Josh Haynes",170,69,69,"Orthodox","1977-07-30","male"
2537,"Dokonjonosuke Mishima",155,67,67,"Southpaw","1972-04-19","male"
2539,"Sam Hoger",205,74,74,"Orthodox","1980-06-28","male"
2543,"Chris Price",185,74,74,"Southpaw","1982-11-09","male"
2544,"Ross Pointon",170,68,68,"Orthodox","1980-02-18","male"
2545,"Marcio Cruz",232,76,76,"Orthodox","1978-04-24","male"
2546,"Jeff Joslin",170,72,72,"Orthodox","1975-04-30","male"
2547,"Shonie Carter",170,70,70,"Southpaw","1972-05-03","male"
2548,"Dave Menne",170,70,70,"Orthodox","1974-07-29","male"
2550,"Sherman Pendergarst",235,73,73,"Orthodox","1967-08-01","male"
2552,"Josh Shockman",235,76,76,"Southpaw","1980-12-29","male"
2553,"Edwin DeWees",185,73,73,"Orthodox","1982-08-07","male"
2554,"Jeremy Jackson",170,70,70,"Orthodox","1982-09-19","male"
2556,"Justin James",155,70,70,"Orthodox","1976-11-08","male"
2561,"Danny Abbadi",155,71,71,"Orthodox","1983-07-03","male"
2562,"Wes Combs",205,74,74,"Orthodox","1973-06-18","male"
2563,"Yuki Sasaki",185,74,74,"Orthodox","1976-09-12","male"
2564,"Kristof Midoux",220,73,73,"Orthodox","1974-07-30","male"
2565,"Dan Christison",265,80,80,"Orthodox","1972-04-26","male"
2566,"Joe Jordan",155,66,66,"Orthodox","1978-07-27","male"
2567,"Gilbert Aldana",250,73,73,"Orthodox","1977-08-25","male"
2569,"Branden Lee Hinkle",235,75,75,"Orthodox","1973-07-29","male"
2570,"Kristian Rothaermel",205,72,72,"Open Stance","1972-01-31","male"
2571,"Justin Levens",185,71,71,"Orthodox","1980-04-18","male"
2576,"Royce Gracie",175,73,73,"Southpaw","1966-12-12","male"
2578,"Fabiano Scherner",257,75,75,"Orthodox","1972-06-30","male"
2579,"Joao Pierini",155,73,73,"Switch","1971-12-11","male"
2582,"Derrick Noble",170,69,69,"Southpaw","1978-08-14","male"
2584,"Jason Von Flue",170,72,72,"Orthodox","1975-08-01","male"
2586,"Ansar Chalangov",170,69,69,"Orthodox","1979-10-30","male"
2587,"Steve Vigneault",185,70,70,"Orthodox","1978-02-14","male"
2588,"Icho Larenas",235,75,75,"Orthodox","1980-03-12","male"
2589,"Justin Eilers",235,73,73,"Orthodox","1978-06-28","male"
2590,"Mike van Arsdale",205,74,74,"Switch","1965-06-20","male"
2593,"Mike Whitehead",205,73,73,"Orthodox","1981-06-29","male"
2595,"Kevin Jordan",245,75,75,"Orthodox","1970-12-31","male"
2596,"Jeff Newton",205,74,74,"Sideways","1966-12-11","male"
2599,"Kit Cope",170,72,72,"Orthodox","1977-03-17","male"
2600,"Sammy Morgan",170,70,70,"Orthodox","1981-09-28","male"
2601,"Kerry Schall",265,74,74,"Orthodox","1971-08-09","male"
2602,"Ron Faircloth",205,69,69,"Orthodox","1979-08-16","male"
2605,"Tra Telligman",233,74,74,"Orthodox","1965-02-07","male"
2607,"Brian Gassaway",170,73,73,"Orthodox","1972-08-07","male"
2610,"Gideon Ray",185,70,70,"Southpaw","1973-05-27","male"
2612,"Bill Mahood",200,75,75,"Orthodox","1967-02-01","male"
2615,"Koji Oishi",170,68,68,"Orthodox","1977-05-31","male"
2616,"Travis Wiuff",205,75,75,"Orthodox","1978-03-15","male"
2618,"John Marsh",265,72,72,"Orthodox","1970-09-15","male"
2619,"Bobby Southworth",205,74,74,"Orthodox","1969-12-16","male"
2620,"Jason Thacker",185,70,70,"Orthodox","1975-08-18","male"
2621,"Chris Sanford",185,71,71,"Orthodox","1968-03-12","male"
2622,"Lodune Sincaid",185,69,69,"Orthodox","1973-05-07","male"
2623,"Alex Schoenauer",185,75,75,"Orthodox","1976-05-05","male"
2624,"Josh Rafferty",170,72,72,"Orthodox","1981-01-06","male"
2625,"David Terrell",185,73,73,"Southpaw","1978-01-09","male"
2627,"Renato Verissimo",170,73,73,"Orthodox","1973-08-03","male"
2628,"Tony Fryklund",185,72,72,"Orthodox","1971-03-26","male"
2629,"Vernon White",205,72,72,"Southpaw","1971-12-03","male"
2630,"Ronald Jhun",170,71,71,"Orthodox","1970-09-21","male"
2631,"Kimo Leopoldo",235,75,75,"Orthodox","1968-01-05","male"
2632,"Curtis Stout",185,73,73,"Southpaw","1973-11-07","male"
2633,"Tiki Ghosn",170,70,70,"Orthodox","1977-02-09","male"
2634,"Wesley Correira",260,75,75,"Orthodox","1978-11-11","male"
2635,"Wes Sims",260,82,82,"Orthodox","1979-08-04","male"
2636,"Wade Shipp",245,75,75,"Orthodox","1975-02-09","male"
2637,"Carlos Newton",170,69,69,"Orthodox","1976-08-17","male"
2639,"Ricco Rodriguez",265,76,76,"Orthodox","1977-08-19","male"
2640,"Nick Agallar",155,68,68,"Orthodox","1979-01-13","male"
2641,"Gan McGee",265,82,82,"Orthodox","1976-11-20","male"
2643,"Dave Strasser",170,70,70,"Orthodox","1969-07-13","male"
2644,"Gerald Strebendt",155,69,69,"Orthodox","1979-03-01","male"
2646,"Ian Freeman",225,71,71,"Orthodox","1966-11-10","male"
2648,"Eddie Ruiz",155,67,67,"Orthodox","1967-06-10","male"
2650,"Sean Alvarez",235,72,72,"Orthodox","1971-07-14","male"
2651,"Genki Sudo",155,69,69,"Orthodox","1978-03-08","male"
2652,"Richard Crunkilton",155,67,67,"Orthodox","1979-11-25","male"
2653,"Mark Weir",185,74,74,"Southpaw","1967-09-19","male"
2655,"Alexandre Dantas",238,74,74,"Orthodox","1979-03-01","male"
2656,"Gil Castillo",170,69,69,"Southpaw","1965-10-21","male"
2664,"Pedro Rizzo",241,73,73,"Orthodox","1974-05-03","male"
2667,"Benji Radach",185,70,70,"Orthodox","1979-04-05","male"
2669,"Eugene Jackson",185,68,68,"Orthodox","1966-09-23","male"
2670,"Leigh Remedios",155,67,67,"Orthodox","1976-01-13","male"
2671,"James Zikic",205,74,74,"Orthodox","1977-03-01","male"
2672,"Chris Haseman",205,71,71,"Orthodox","1969-06-02","male"
2673,"Nick Serra",170,69,69,"Orthodox","1978-03-27","male"
2674,"Zach Light",170,68,68,"Orthodox","1974-02-06","male"
2675,"Steve Berger",170,71,71,"Orthodox","1973-05-20","male"
